IP,ENEG,NDE,ZIF,CTUBE,BIO,MT,NC,MNN,PYRID,PYRRO,RAMAN,BET,PTEMP,RR,FLOWCELL,EC,CL,EPH,CD
7.25,2.02,10,1,0,0,0.2,5.145317655,3.8,31.46,21.44,1.01,355.4,1000,2,0,0.1,0.963441124,7,4.0142
0,0,0,0,0,0,0,4.149895473,0,34.21052632,32.89473684,1.189310958,1440,950,10,0,0.1,5,6.8,0.420368
7.81,1.88,7,0,0,0,0.61,4.409684529,3.3,55.23,2.6,1.05,1094,910,2,0,0.5,1,7.3,4.345828772
0,0,0,0,1,0,0,4.9,0,22.51481752,6.498751939,0.78,749.30033,850,7.111327689,0,0.1,0.5,6.8,3.345
0,0,0,0,0,1,0,14.1,0,72,0,1.103740847,197,950,3,0,0.1,0.5,6.8,1.92037
7.61,1.91,8,0,0,0,0.14,6.47,4,39.5,7.2,1.05,445,800,2,0,0.5,0.255,7.2,1.317
7.61,1.91,8,0,0,0,2.88,9.5,4,37.3,43.6,1.83,615,900,2,0,0.1,0.76,6.8,9.47306
7.61,1.91,8,0,0,0,9.25,3.407424121,12,44.69661881,14.590088,1.404130333,769.2539398,1000,5,0,0.5,0.8,7.2,0.719815089
7.61,1.91,8,1,0,0,13.12,15.61466589,12,46.79,27.52,1.067054256,377.842248,1000,5,0,0.5,0.737172073,7,2.00945
6.57,1.36,1,1,0,0,1.24,5.142289869,3,48.5,0,1.051558857,925.89,1000,10,0,0.5,0.8,7.2,0.17882
7.61,1.91,8,0,0,0,1.09,2.23,3.7,48.04671,26.34905,1.031,1414.1,1000,2,0,0.5,0.6,7.4,22.50965
0,0,0,0,0,0,0,1.83089,0,29.41815466,39.45617489,2.8,327,700,3.135616437,0,0.5,0.589,7.5,6.75295
7.83,1.83,6,0,0,0,0.71,10.6,3.8,40.14181,11.84868,1.28,279,900,2,0,0.1,1,6.8,17.52
7.81,1.88,7,0,0,0,0.37,4.703854065,4,38.5,31.5,1.019225421,660,975,5.821192682,0,0.1,0.4,7.5,7.259392
7.61,1.91,8,1,0,0,38,16.4,0.64,74.97385849,25.02614151,1.02,150.1,550,5,0,0.5,1,7.2,16.19172
7.81,1.88,7,1,0,0,4,4.324409948,2,43.53562005,29.84462035,1,842,900,5,0,0.1,0.5,6.8,10.52698729
7.61,1.91,8,0,0,0,1.93,1.9,3.5,61.00364452,30.50182226,1.755946747,1369,650,10,1,0.5,2,7.2,27.77695
7.83,1.83,6,0,1,0,16.37848842,12.41013219,12,54.82,43.18,1.34,22.5,650,3,0,0.5,0.3,7.3,0.0723717
7.83,1.83,6,1,0,0,1.89,4.5,4,36.53056966,17.15239619,1.37780633,1090,1000,5,0,0.5,0.459,7.3,26.46676304
7.83,1.83,6,0,0,0,3.796292065,9.106835458,4,55.4,23.6,1.04,514.4677186,700,2,0,0.5,2.5,7.2,1.688832919
7.69,1.9,10,0,0,0,1.055565635,1.974237601,4,55,19,2.92,1213.553672,800,5,0,0.5,1.771739035,7.2,0.164
0,0,0,1,0,0,0,2.03,0,16.55,35.44,1.188026372,779.3888711,1000,4.458864972,0,0.5,0.6,7.65,2.607331363
7.61,1.91,8,0,0,0,1.39,5.395730396,4,23.29980225,57.26936635,1.47,308,900,4.298341887,1,0.5,0.5,7.2,27.94467384
7.61,1.91,8,0,1,0,1.2,3.36385693,8,40.89333061,5.241688762,2.3,1066,900,5,0,0.5,0.4,7.3,2.02166
7.81,1.88,7,0,0,0,0.251,2.29,4,54.14847162,27.94759825,1,1575,1000,5,0,0.1,1,8,2.8
9.35,1.65,10,0,0,0,0.1,0.61,4,68.85245902,14.75409836,3.11,1402.4,1000,8.863592753,0,0.5,1,7.2,1.13345
7.69,1.9,10,1,0,0,1.02,7.888918341,3.9,55.34003831,0,1.09,887.8015291,900,5,0,0.1,1,6.8,1.77607
7.83,1.83,6,1,0,0,1.78,6.91,4,56.43994211,25.03617945,1.05,817.7,900,3,0,1,2,8.8,1.64005
7.83,1.83,6,0,0,0,2.025858001,4.954544025,4,37.2,21.4,0.99,632.92808,800,2,0,0.5,2.5,7.2,1.192381796
7.83,1.83,6,0,0,0,5.044,4.884,4,61.92,21.76,1.03,651.9364056,25,0,0,0.1,0.2,6.8,1.12
7.83,1.83,6,1,0,0,2.1,3.895035339,4,44.41299366,0,1.319639984,1259.477708,1000,5,0,0.5,0.4,7.2,2.89
0,0,0,0,0,0,0,5.53019,0,45.42484074,33.94476501,1.11,1223,600,1,0,0.1,0.8,6.8,6.60206
7.54,1.93,10,1,0,0,0.096,9.496574089,3,51.16,30.23,1.04,1226,1000,4.458093109,0,0.1,0.858399521,6.8,2.42
0,0,0,0,0,0,0,5.53019,0,45.42484074,33.94476501,1.11,1223,600,1,0,0.1,2,6.8,0.45428
7.83,1.83,6,0,0,0,1.55,7.47844202,4,40.97,12.5,1.058035152,344,900,6.409257634,0,0.5,1,7.2,5.1400647
0,0,0,0,0,0,0,3.704928879,0,50,31.25,0.862585335,1332,800,30,0,0.1,2.5,6.8,0.133257179
7.61,1.91,8,1,0,0,5.03,10.75,2.7,63.34883721,21.30232558,0.998882312,775,900,3,0,1,2,8.8,37.72
7.61,1.91,8,0,0,0,1.57,2.5,3.5,58.66666667,29.33333333,1.743553867,1564,600,10,1,0.5,2,7.2,16.87962
0,0,0,0,0,0,0,3.78865,0,57.70393148,28.52414448,0.83,810.1230903,900,8.666997376,0,0.1,0.4,6.8,0.75
7.83,1.83,6,1,0,0,0.69,13.68,3.8,69.51724138,17.65517241,1.130726561,1247,800,4.636527342,0,0.5,1,7.2,1.61188
7.81,1.88,7,1,0,0,0.7,8.834196804,3.7,53.95465995,0,1.02,638,900,3,0,0.1,0.32,6.8,22.7548
7.83,1.83,6,0,0,0,0.2,3.769611316,4.4,31.50900846,11.01142123,1.04,1014,1000,5,0,0.5,2,7.2,2.697737937
7.61,1.91,8,0,0,0,1,0.25,4,35.93206,10.67799,1.754061917,947.8462306,850,7.011123953,0,0.1,1.414,6.8,0.37264
7.69,1.9,10,1,0,0,0.820591724,3.926659615,3.9,47.15284715,25.57442557,1.00587278,321,1050,6.077007809,0,0.1,0.8,6.7,0.14603
7.83,1.83,6,0,0,1,0.15,3.26602758,5,10.92436975,17.64705882,1.26,1173,1000,5,0,0.1,1,6.8,5.56033
7.61,1.91,8,1,0,0,1.53,4.674202544,3.2,34.77,8.53,0.98,720.7898989,1000,10,0,0.5,0.2,7.2,6.940782513
7.61,1.91,8,0,0,0,1.5,4.957115045,4,39.16993831,20.39259675,1.096410213,398.4671967,1000,5,0,0.5,0.5,7.3,27.9
7.61,1.91,8,0,0,0,0.199,2.81,3.5,25.5,2.83,1.019782918,57,1000,5,0,0.5,0.3,7.2,5.30205
0,0,0,0,0,0,0,4.54,0,32.37885463,6.167400881,0.979,1382,900,5,0,0.1,0.5,6.8,1.87842
7.83,1.83,6,0,1,0,7.207207207,15.05791506,4,36.22,56.65,1.04,612.94,800,5.950476851,0,0.5,1,7.2,0.3965
7.61,1.91,8,0,0,1,3,5.3,3,51.2,37.3,1.029924006,531.4776239,1000,5.813577936,0,0.5,0.405760796,7.3,2.78536
0,0,0,0,1,0,0,5.79,0,22.62521589,27.63385147,1.04,741.93,800,5,0,0.5,2.5,7.65,2.160212163
7.61,1.91,8,0,1,0,11.06156672,9.706091491,4,53.03882666,24.26289618,0.99,427.3234394,900,5,0,0.5,0.8,7.2,11.95962169
7.83,1.83,6,0,0,1,4.100807592,6.159067341,12,36.50793651,27.24867725,1.24,591.6938944,900,5,0,0.1,0.4,6.8,0.48
8.35,2.05,10,0,0,0,0.03,9.940460042,4,64.19,17.05,1.036860502,33.6,800,6.472776613,0,0.1,1,6.8,1.140652904
7.61,1.91,8,0,0,0,4.26,3.49,3.4,33.12115891,44.35908692,0.97,912.8,1000,7.628880694,0,0.1,0.833,6.8,30.756
7.83,1.83,6,0,1,0,1.6,4.6,4,49.8,26.7,1.43,1025.69,900,5,0,0.1,0.398,6.8,2.045121022
7.61,1.91,8,0,0,0,0.15,5.005154666,2.552,42.39715965,0,1.01,549.520729,900,4.935307124,0,0.1,0.5,6.8,20.19665
7.83,1.83,6,0,0,0,9.9,23.9,4,58.52,23.15,1.13,23,800,2,0,0.1,2,6.8,0.28
7.61,1.91,8,0,0,0,5,4.791752391,4,44.54040716,0,1.295156703,821.3577926,750,3,0,0.5,0.2,7.2,19.64958
0,0,0,0,0,1,0,7.7,0,60,0,1.130975681,189,1050,3,0,0.1,0.5,6.8,1.63239
7.61,1.91,8,0,0,0,2.9,3.953571223,3.6,31.28190584,25.68065797,1.01,265,900,3.982585154,0,0.5,1,7.3,8.0784
7.61,1.91,8,0,1,0,35.2,11.3,3.8,68.86919124,15.43830447,0.910013571,341.2798235,900,5,0,0.5,1,7.2,20.17913
7.83,1.83,6,1,0,0,1.02,4.69,4,56.50319829,22.17484009,0.99,1162,900,3,0,1,2,8.8,6.758
7.83,1.83,6,0,0,0,5.9,13.9,5,47.74,31.34,1.07,118,800,2,0,0.1,2,6.8,1.9
7.83,1.83,6,0,0,0,1.73,8.2,4,34.6,44.6,1.75,724,900,2,0,0.1,0.76,6.8,3.24443
7.61,1.91,8,0,0,0,0.5,7.6,3.8,39.82401656,12.37060041,1.106347103,567.4895172,900,5,0,0.1,1,6.8,6.7203
7.83,1.83,6,0,0,0,1.488689824,2.650319005,4,65.38461538,14.52991453,0.911,160,800,2,0,0.1,2,6.8,1.337
7.61,1.91,8,0,0,0,0.86,5.03,3.4,30.59753546,46.43106254,0.97,1009.2,1000,7.677760104,0,0.1,0.833,6.8,23.136
7.83,1.83,6,0,0,0,3.9,3.9,4,44.4,4.7,1.117339337,579.5,900,5,0,0.5,1,7.2,11.52
7.83,1.83,6,0,0,0,0.52,0.461817582,4,33.22709163,18.0876494,0.65,204,1000,20,0,0.5,0.5,7.3,0.69645
7.83,1.83,6,1,0,0,0.58,8.905813337,6,50.62,35.84,1.02,622.677809,800,5,0,1,0.75,13.8,3.07
7.61,1.91,8,0,1,0,10.48,9.547383551,4,57.4,23.3,0.981498858,422.7526004,650,5,0,0.5,0.5,7.3,4.211548785
7.83,1.83,6,1,0,0,1.3,4.52,4,53.09734513,23.67256637,0.99,1148,900,3,0,0.5,2,7.3,3.25
7.61,1.91,8,1,0,0,0.764919222,3.369601055,4,51.29750544,0,0.93,543.4726916,1100,8.071520373,0,0.1,0.6,6.8,7.04
7.81,1.88,7,1,0,0,0.25,15.7266,3.1,60.17021522,21.87210175,1.101689477,666.0178213,900,5,0,0.5,0.8,6.8,0.486512573
7.61,1.91,8,0,0,0,1.09,2.23,3.7,48.04671,26.34905,1.031,1414.1,1000,2,1,0.5,0.6,7.4,165.253
7.83,1.83,6,1,0,0,0.38,5.413578309,4,56.7,31.2,0.94,550.1995086,1000,9.316550049,0,0.5,0.5,7.2,0.34043
0,0,0,0,0,0,0,6.04,0,32.45033113,9.105960265,0.926,1286,800,5,0,0.1,0.5,6.8,1.08023
7.83,1.83,6,0,0,0,3.899049689,9.036229985,4,55.4,23.6,1.04,425.3816359,700,2,0,0.5,2.5,7.65,1.596
0,0,0,0,0,0,0,17.8,0,52.00232,22.44999,1.154804692,406,900,2,0,0.1,1,6.8,0.26
7.69,1.9,10,0,0,1,0.32,4.248554465,4,46.378,48.64,1.02,610.1,900,5,0,0.1,0.8,6.8,3.393806026
9.35,1.65,10,0,0,0,2.560062091,9.614884273,4.18397,49.18032787,45.89968524,0.95,495.264182,700,7.31515653,0,0.5,2,7.2,0.23411
7.69,1.9,10,0,0,0,4.7,6.24011097,4,44.78981241,39.10036971,1.267342709,530.2670537,900,3,0,0.1,0.346793441,6.8,1.55109
7.69,1.9,10,0,0,1,4.17,5.1,12,39.65,46.81,0.98,40.1,900,5,0,0.1,0.8,6.8,0.327514583
0,0,0,0,0,1,0,5.79,0,12.4567474,12.28373702,1.150718778,235.8,600,3.964763627,0,0.5,0.2,7.3,1.391740917
7.69,1.9,10,0,0,0,2.221241379,7.33,4,47.94932106,22.75102442,1.109533618,438.1264455,750,4.097252344,0,0.5,0.2,7.2,0.041798612
7.83,1.83,6,1,0,0,2.6,7.6,4.3,71.42857143,0,1.242865297,894.9727275,700,5,0,0.5,0.6,7.2,0.28
7.61,1.91,8,1,0,0,5.7,16.4,4,74.97385849,25.02614151,1.000278352,150.1,550,5,0,0.5,1,7.2,13.55
7.83,1.83,6,0,0,0,1.05,6.525016676,4,37.97622264,37.66549581,1.009072311,634,900,30,0,0.1,0.75,6.8,2.20781
0,0,0,1,0,0,0,9.639920019,0,48.75559124,0,1.14,465,900,5,0,0.1,0.8,6.8,43.96815
0,0,0,0,0,0,0,2.85,0,5.6,10.6,0.98,828.1,1000,5,0,0.1,1.2,6.8,1.17
7.83,1.83,6,1,0,0,2.699121677,4.613305031,4.6,42.82608696,14.64080544,0.95,513.05528,700,10,0,0.1,0.4,6.8,3.57478
7.61,1.91,8,0,0,0,2.267041901,7.551594747,4.1,8.854891052,21.04775151,1.121643445,378,700,4.228338805,0,0.1,0.64773859,6.8,0.3971
9.5,2.55,0,0,0,0,1.31,3.8,4.2,26.65463297,0,1.01280346,645,1000,5,0,0.1,1,6.8,9.29539
0,0,0,0,0,1,0,4.55,0,23.73626374,38.68131868,1.33,802,1000,5,0,0.1,0.2,6.8,0.42867
0,0,0,0,0,0,0,3.247183565,0,21.95121951,8.710801394,1.05,75.6,1000,5,0,0.5,0.35,7.3,0.919
0,0,0,0,0,1,0,4.07,0,13.3,71.2,1.06,877.44,1000,5,0,0.1,0.516141278,6.8,1.58871
6.74,1.66,5,0,0,0,0.31,4.55164627,4,31.5,35.4,1.043392611,516,975,5.506851468,0,0.1,0.4,7.5,0.5775
7.81,1.88,7,0,0,1,1.2,6.572115238,4,35.546875,13.21022727,1.162309929,538.8921143,900,3,0,0.5,0.2,7.2,3.74717
7.83,1.83,6,0,0,0,0.8,5.5,4,50.7,13.3,1.41,525.9,900,5,0,0.1,0.57,6.8,3.53
7.83,1.83,6,0,0,1,1.2,3.38488143,4.7,17.88255664,14.97286683,1.38,769.603795,1000,5,0,0.1,0.2,6.8,1.24282
7.61,1.91,8,0,1,0,2.099893798,3.908537959,4,33.54,6.66,1.03,369.4,1000,2,0,0.5,0.2,7.3,18.189894
7.83,1.83,6,0,0,0,0.4726206,3.308344198,4,37.8,44.1,0.95753241,55.93264,900,30,0,0.1,0.75,6.8,1.03213
7.83,1.83,6,0,0,0,0.74,20.4,4.2,50.62483,13.84702,1.28,382,900,2,0,1,1,8.8,0.45183
0,0,0,0,0,1,0,5.59,0,12.00716846,17.20430108,1.118347232,420.7,600,3.984727029,0,0.5,0.2,7.3,2.25102419
7.83,1.83,6,1,0,0,1.47,10.15,4,70.14778325,15.27093596,0.94,705,900,3,0,0.5,2,7.2,3.83238
7.61,1.91,8,0,0,0,3.27626261,5.223880597,12,46.5,25.6,1.03,156.6,800,6.241879871,0,0.5,0.25,7.4,11.89015
0,0,0,1,0,0,0,17.71996427,0,46.09695171,31.09109023,1.17,732,900,5,0,0.1,0.4,6.8,1.29
7.81,1.88,7,0,0,0,8.01,6.526925691,5,32.47683242,9.537548777,1.144257351,676.4285953,1000,2,0,0.2,0.3,7,1.52
0,0,0,0,0,1,0,7.440956733,0,29.78993536,48.59187442,0.98,200,900,3,0,0.5,0.1,7.2,0.54619
7.83,1.83,6,1,0,0,2.6,2.67,4,39.49896804,0,1.305348993,1168.43,1000,5,0,0.5,0.4,7.2,7.39987317
0,0,0,0,0,1,0,13.8,0,52,0,1.2,160,900,2.221962136,0,0.1,0.8,6.8,2.66975
0,0,0,0,0,0,0,6.13,0,27.5,9.8,1.13,215,1000,5,0,0.5,0.3,7.2,2.2176
7.83,1.83,6,0,0,0,2.59081336,3.712426963,4,24,14,0.99,103.4,950,10,0,0.1,1,6.8,1.5424
7.83,1.83,6,1,0,0,1.39,3.98,4,53.26633166,22.36180905,1,1181,900,3,0,1,2,8.8,4.50666
0,0,0,1,0,0,0,6.608,0,38.67897437,31.14854384,1.01,650,900,4.364918119,0,0.5,1,7.3,0.81083
7.83,1.83,6,0,0,0,0.44,7.97,4.14,52.9,14.8,1.26,533.9821684,900,3.300419657,0,0.1,0.742135859,6.8,2.15684
7.83,1.83,6,0,0,0,1.54,4.131825665,4.4,45.55386289,16.88139282,1.05,1059,800,5,0,0.5,2,7.2,3.313104257
7.37,1.96,10,1,0,0,1.8,5.337353956,4.3,26.31,8.65,1.05079626,581.3,950,4.93563137,0,0.1,1,6.8,7.85955016
0,0,0,0,0,1,0,5.45,0,14.1025641,17.03296703,1.10687861,308.9,600,3.844786469,0,0.5,0.2,7.3,3.682133363
7.61,1.91,8,0,0,0,0.244,2.27,3.9,61.23348018,26.43171806,1,1515,1000,5,0,0.1,1,8,3.7
7.61,1.91,8,0,0,1,4.8,7.9,4,54,20,1.12,709.5907472,900,4.94539236,0,0.5,1,7.2,12.36483
7.61,1.91,8,0,0,0,0.5,2.82,3,18.70089052,53.61445783,1.115415125,458,1000,5,0,0.5,1,7.2,7.7892
6.5,1.22,1,1,0,0,0.38,9.169199268,3,43.28159645,5.554323725,1.109810731,925.89,1000,10,0,0.5,0.8,7.2,0.67986
7.61,1.91,8,0,0,0,1.96,2.9,3.5,62.52873563,31.26436782,1.690039338,1564,650,10,1,0.5,2,7.2,68.23767
7.61,1.91,8,0,1,0,1.49,6.327286299,4,49.1,23.6,1.120982132,673,800,5,0,0.5,0.35,7.2,16.4
7.37,1.96,10,0,0,0,43.33410461,2.497919451,4,25.6,0,1.029338078,610.3448505,900,3,0,0.1,0.325,6.8,0.524838082
7.61,1.91,8,1,0,0,11.19895523,9.623378082,4,51.21343545,0,1.040652481,592.6475487,600,5,0,0.5,1,7.2,14.9
7.83,1.83,6,0,0,0,0.36,7.89,3.95,53.3,15.1,1.28,469.3659072,900,3.230077741,0,0.1,0.746364288,6.8,6.57496
0,0,0,0,0,1,0,5.82,0,15.29209622,12.54295533,1.134067678,235.8,600,3.745515042,0,0.5,0.2,7.3,3.394330398
7.83,1.83,6,1,0,0,1.47,10.15,4,70.14778325,15.27093596,0.94,705,900,3,0,1,2,8.8,3.45674
7.83,1.83,6,1,0,0,3,6.076013742,4,50.83452392,22.94624743,1.019157322,787.0830979,1050,5.423406683,0,0.5,1,7.2,0.227559861
7.83,1.83,6,0,0,0,0.927554774,4.365904366,3.8,46.5,42.1,0.943834423,102.20606,900,30,0,0.1,0.75,6.8,1.64181
7.61,1.91,8,0,0,0,1.03,2.91,4,41,24,0.87,91,100,2,0,0.5,1,7.3,2.38521
7.81,1.88,7,0,0,0,1.6,5.051205294,4,42.3580786,10.91703057,1.02,779,900,3,0,0.1,0.2,6.8,2.52891
0,0,0,0,0,0,0,2.36,0,16.1,5.1,1,1043.3,1000,5,0,0.1,1.2,6.8,2.73233
7.61,1.91,8,0,1,0,22.7,18.7,3.8,76.27180233,0,1.055160095,377.4954524,800,5,0,0.5,1,7.2,23.42753
7.81,1.88,7,1,0,0,0.63,9.029628337,4,43.16,27.81,0.91,731.7803518,900,5.220839802,0,0.1,2,6.8,5.91014
0,0,0,0,0,0,0,6.5261,0,63.22550988,24.64320191,0.79,522.9401204,800,9.495162912,0,0.1,0.4,6.8,1.54
7.61,1.91,8,0,0,0,0.31,4.63,4,25.3,10.8,1.01,1068,800,2,0,0.5,0.255,7.2,6.491
7.81,1.88,7,0,0,0,1.6,3.012057865,4,32.8358209,8.208955224,1,1036,1000,3,0,0.1,0.2,6.8,3.04561
7.83,1.83,6,0,0,0,0.045597407,6.634422786,4,38,18.9,0.97,624.1757222,900,2,0,0.5,2.5,7.2,0.664176148
7.4,1.55,5,0,0,0,0.049,4.2,5.1,44.1,33.35,1.201357647,1192,900,3,0,0.5,0.5,7.2,9.12263
7.61,1.91,8,1,0,0,5.2,19.92,4,68.16499207,31.83500793,0.972337263,144.8,550,5,0,0.5,1,7.2,9.98
7.83,1.83,6,1,0,0,0.58,4.3,3,26.45011601,16.93735499,1.226074101,1345,1000,5.285220794,0,0.5,1,7.2,4.4769
0,0,0,0,0,1,0,12.59,0,43,0,1.11,126,900,2.596581592,0,0.1,0.8,6.8,0.61424
7.83,1.83,6,0,0,0,1.54072305,3.683715873,8,35,6,1.15,692.6,950,10,0,0.1,1,6.8,4.70793
7.83,1.83,6,0,0,0,1.25,3.942046519,4,56,22.1,0.890316044,473.7613892,750,10.40086684,0,0.1,0.32,6.8,1.65082
0,0,0,0,1,0,0,9.13,0,27.4,45.3,0.48,113,800,10.16443995,0,0.1,2,6.8,0.73347
7.61,1.91,8,0,1,0,1.68,6.424020884,3.7,58.2,18.8,1.100377892,648,800,5,0,0.5,0.35,7.2,34.3
7.61,1.91,8,0,0,0,3.49,2.16,10.36,31.58754345,23.41411902,1,352,1000,3.87016356,0,0.5,0.028653295,7.3,0.06838
0,0,0,0,0,0,0,9.499203168,0,48.1,27.5,0.89,957,900,5,0,0.1,1,6.8,0.60854
7.83,1.83,6,0,0,0,1.33,1.38,3.6,40.5,34.1,1.03,217,1000,5,0,0.1,0.58,6.8,2.799
7.83,1.83,6,0,0,0,0.730148612,3.641154155,8,35,6,1.142748564,721.3,950,10,0,0.1,1,6.8,2.05282
7.61,1.91,8,0,1,0,23,17.3,3.8,68.41995036,23.90219237,0.91970594,286.0295932,700,5,0,0.5,1,7.2,20.71958
7.81,1.88,7,1,0,0,0.486178484,2.542172372,4,45.99,0,0.97,702,1100,5.901441987,0,0.1,0.6,6.8,1.01153
7.61,1.91,8,0,0,0,0.726565595,11.21732029,4,44.60486322,21.23100304,0.923443821,367.0177752,800,10.2755176,0,0.5,0.2,7.2,4.95009
7.61,1.91,8,0,0,0,0.75,3.96,4,49,18,0.94,263,900,2,0,0.5,1,7.3,0.76349
7.83,1.83,6,1,0,0,0.17,10.82,4,65.56014428,23.65518323,0.78,580.5,950,5.108895052,0,0.5,1,7.2,1.48652
7.61,1.91,8,0,0,0,5,5.143888143,4,44.54040716,0,1.230259538,728.7335531,750,3,0,1,0.2,8.8,48.81864
0,0,0,0,0,0,0,3.00908,0,67.85163572,22.32775466,0.87,751.6779259,1000,8.101153998,0,0.1,0.4,6.8,0.8583
7.83,1.83,6,1,0,0,1.5,4.418471535,4,50.59410456,23.29031929,0.914545004,750.712749,1050,8.574330694,0,0.1,1,6.8,4.48742112
7.83,1.83,6,0,0,0,0.33,4.903229477,4,38.8,28.9,0.953101416,448,975,10.41664716,0,0.1,0.4,7.5,7.08461106
7.83,1.83,6,1,0,0,2.358814426,4.95598705,4.4,41.42857143,13.98221931,0.93,622.18399,900,10,0,0.1,0.4,6.8,11.62946
0,0,0,0,0,0,0,2.965526163,0,25.19083969,6.488549618,1,487.5,1000,5,0,0.5,0.35,7.3,3.5388
7.81,1.88,7,1,0,0,1.098371712,4.833477856,3.8,49.4,30,0.975127727,283,1050,6.432833635,0,0.1,0.8,6.7,1.24338
7.61,1.91,8,0,0,0,0.468573275,1.357246728,2.2,33.21637427,29.77777778,1.018978788,157,1100,4.209915213,0,0.1,0.701036469,6.8,3.53959
7.69,1.9,10,0,0,0,1.14,7.827835615,4,50.80418936,22.95276944,1.042396734,409.8343894,800,5,0,0.1,0.5,6.8,1.40275
7.81,1.88,7,0,0,0,2.25,0.83,8,22.27848101,0,1.14,554.9701951,1000,5,0,0.1,0.850949434,6.8,2.417330343
