"variable","root_variable","mean_min_depth","occurrences","interaction","uncond_mean_min_depth"
"MT","ENEG",4.20090702947846,41,"ENEG:MT",3.52
"MT","EPH",4.25511111111111,38,"EPH:MT",3.52
"MT","IP",4.39333333333333,38,"IP:MT",3.52
"MT","MNN",4.12622222222222,33,"MNN:MT",3.52
"MT","MT",4.39466666666667,29,"MT:MT",3.52
"MT","NC",5.24711111111111,21,"NC:MT",3.52
"MT","NDE",4.89953703703704,34,"NDE:MT",3.52
"MT","PTIME",5.78355555555556,26,"PTIME:MT",3.52
"MT","PYRID",5.60844444444444,26,"PYRID:MT",3.52
"MT","PYRRO",4.98844444444444,21,"PYRRO:MT",3.52
"MT","RAMAN",6.61911111111111,32,"RAMAN:MT",3.52
"MT","RR",6.18488888888889,18,"RR:MT",3.52
"NC","BET",4.50844444444444,31,"BET:NC",3.4
"NC","CL",3.60444444444444,39,"CL:NC",3.4
"NC","EC",4.14666666666667,35,"EC:NC",3.4
"NC","ENEG",3.22267573696145,43,"ENEG:NC",3.4
"NC","EPH",3.768,41,"EPH:NC",3.4
"NC","IP",3.92444444444444,39,"IP:NC",3.4
"NC","MNN",3.94844444444444,33,"MNN:NC",3.4
"NC","MT",4.15644444444444,31,"MT:NC",3.4
"NC","NC",3.65155555555556,31,"NC:NC",3.4
"NC","NDE",4.48240740740741,35,"NDE:NC",3.4
"NC","PTIME",3.38488888888889,37,"PTIME:NC",3.4
"NC","PYRID",3.78266666666667,34,"PYRID:NC",3.4
"NC","PYRRO",4.16488888888889,24,"PYRRO:NC",3.4
"NC","RAMAN",3.21955555555556,41,"RAMAN:NC",3.4
"NC","RR",4.22755555555556,31,"RR:NC",3.4
"NDE","BET",7.584,11,"BET:NDE",4.0392
"NDE","CL",7.32,23,"CL:NDE",4.0392
"NDE","EC",7.42933333333333,23,"EC:NDE",4.0392
"NDE","ENEG",7.34739229024943,32,"ENEG:NDE",4.0392
"NDE","EPH",9.03466666666667,16,"EPH:NDE",4.0392
"NDE","IP",6.74,32,"IP:NDE",4.0392
"NDE","MNN",7.82977777777778,14,"MNN:NDE",4.0392
"NDE","MT",7.04977777777778,11,"MT:NDE",4.0392
"NDE","NC",6.63733333333333,9,"NC:NDE",4.0392
"NDE","NDE",8.15648148148148,19,"NDE:NDE",4.0392
"NDE","PTIME",7.52755555555555,14,"PTIME:NDE",4.0392
"NDE","PYRID",7.43644444444444,13,"PYRID:NDE",4.0392
"NDE","PYRRO",6.016,9,"PYRRO:NDE",4.0392
"NDE","RAMAN",9.41111111111111,20,"RAMAN:NDE",4.0392
"NDE","RR",6.90311111111111,16,"RR:NDE",4.0392
"NMT","BET",7.76,10,"BET:NMT",4.36
"NMT","CL",6.97111111111111,24,"CL:NMT",4.36
"NMT","EC",7.22933333333333,23,"EC:NMT",4.36
"NMT","ENEG",6.10204081632653,36,"ENEG:NMT",4.36
