"variable","root_variable","mean_min_depth","occurrences","interaction","uncond_mean_min_depth"
"RAMAN","PYRID",4.19343832020997,249,"PYRID:RAMAN",3.73
"RAMAN","PYRRO",4.08863517060367,209,"PYRRO:RAMAN",3.73
"RAMAN","RAMAN",4.30399606299213,190,"RAMAN:RAMAN",3.73
"RAMAN","RR",3.71456692913386,163,"RR:RAMAN",3.73
"RR","BET",5.48829396325459,169,"BET:RR",4.5275
"RR","CL",5.19267716535433,310,"CL:RR",4.5275
"RR","ENEG",5.34997823764492,274,"ENEG:RR",4.5275
"RR","EPH",5.32833395825522,191,"EPH:RR",4.5275
"RR","IP",5.64991488467042,217,"IP:RR",4.5275
"RR","MNN",5.71824146981627,200,"MNN:RR",4.5275
"RR","MT",4.24652230971129,351,"MT:RR",4.5275
"RR","NC",5.85250656167979,250,"NC:RR",4.5275
"RR","NDE",5.16484610511219,179,"NDE:RR",4.5275
"RR","PTEMP",5.48208661417323,190,"PTEMP:RR",4.5275
"RR","PTIME",4.60189398435748,127,"PTIME:RR",4.5275
"RR","PYRID",5.21863517060367,193,"PYRID:RR",4.5275
"RR","PYRRO",4.87119422572178,151,"PYRRO:RR",4.5275
"RR","RAMAN",4.80085958005249,152,"RAMAN:RR",4.5275
"RR","RR",4.26574803149606,107,"RR:RR",4.5275
